,0_n,0_l,0_s,0_p,1_n,1_l,1_s,1_p,2_n,2_l,2_s,2_p,3_n,3_l,3_s,3_p,4_n,4_l,4_s,4_p,5_n,5_l,5_s,5_p,6_n,6_l,6_s,6_p,7_n,7_l,7_s,7_p,8_n,8_l,8_s,8_p
1798,PRDX4,-1.0655111,-1.9449911,0.051776046007625066,MRPL51,-0.20998846,-0.8917665,0.37251810603350755,MMADHC,-0.66862595,-1.5508919,0.12092760731738264,THYN1,-0.6210674,-1.7108805,0.08710317899350985,MARCH2,-1.4372853,-1.0742515,0.28270996816618366,F2R,-24.62025,-0.37751636,0.7057899187180853,MRPS33,-0.31036296,-0.57919806,0.5624555466376358,IL1RAP,-23.389603,-0.068632625,0.945282047696188,EAPP,-2.5802474,-0.687794,0.491582500433131
1799,MRPL51,-0.44616476,-1.9467236,0.05156787925316489,TIMM17A,-0.4579122,-0.9120972,0.36171754836109826,P2RX5,-2.4050665,-1.5562955,0.11963783644871871,S100A12,-3.7160597,-1.7122066,0.08685859636751825,RFXANK,-0.47037977,-1.0809547,0.2797172915338889,SF3B1,-0.43184024,-0.37882248,0.7048196885012558,SNHG12,-1.0215148,-0.5855085,0.558205824434121,CTNNB1,-0.8475486,-0.068730116,0.9452044455538149,NUDT16L1,-27.583042,-0.68813777,0.49136604114863436
1800,CRELD2,-1.0965139,-1.9773798,0.04799872097984596,VAMP5,-0.20861375,-0.9159653,0.35968509308087837,UBAC2,-0.67587525,-1.5578889,0.11925958383872337,RNF187,-0.6721519,-1.7154484,0.08626306138676594,SGK1,-2.1969864,-1.0836587,0.27851613589473645,METTL8,-2.0285313,-0.3798758,0.7040375943079762,TMEM55A,-1.0070385,-0.59008366,0.5551345700447776,PTAFR,-0.5532547,-0.06882761,0.9451268439314106,NR3C1,-27.586544,-0.68813777,0.49136604114863436
1801,GSN,-2.8288124,-1.9797583,0.04773070025103164,TMEM80,-0.95134944,-0.9376885,0.3484044973755084,PRR5,-2.0464602,-1.5579928,0.11923494777929527,TMEM208,-0.774228,-1.7203109,0.08537594742021833,TNFRSF4,-1.4732431,-1.0858296,0.27755437132946825,FOLR3,-0.9043392,-0.3799601,0.7039750402792118,RGS18,-2.592992,-0.59686744,0.5505958946521461,ZNF350,-1.309588,-0.07009497,0.9441180704912904,PHF14,-27.60226,-0.69054383,0.4898522603167277
1802,PARP1,-0.8639953,-2.0036314,0.04510957320483641,HIST1H2AC,-1.7952967,-0.94697195,0.34365306362618897,HPRT1,-0.9295633,-1.5653363,0.11750407649537256,ILF3-AS1,-0.52605003,-1.7297044,0.08368309555629164,SDCCAG8,-1.1895605,-1.0859058,0.2775206663297739,RP5-887A10.1,-24.835808,-0.38830253,0.697792166731776,RASGRP4,-25.40833,-0.5982347,0.5496833392665272,CTSS,-0.1715562,-0.07028995,0.9439628824907241,RGS14,-27.54667,-0.69535595,0.4868322423917508
1803,HAVCR2,-3.7832415,-2.0353153,0.04181917194346389,DOK3,-2.2158523,-0.9569362,0.33859946610796665,RRS1,-1.4907851,-1.5720563,0.1159375035295641,GUSB,-1.3038312,-1.7374772,0.08230298423571386,C21orf33,-0.53024024,-1.0863248,0.2773353386625972,RBM48,-1.6963589,-0.38922948,0.697106408445505,CAMK1D,-1.1452487,-0.6026521,0.5467401881754694,LPGAT1,-0.54099053,-0.07116736,0.9432645628926658,C21orf33,-27.545813,-0.69535595,0.4868322423917508
1804,MT-CO2,-0.20119835,-2.051818,0.04018737346929449,CLEC10A,-3.8616946,-0.9607114,0.3366972740510237,KLRB1,-2.4207225,-1.5743425,0.11540830388728993,DDX46,-0.5895253,-1.7384717,0.082127721862567,DNAJC7,-0.3255672,-1.0898286,0.2757886268085583,SSBP1,-0.18606961,-0.39209455,0.6949883580821616,NARG2,-1.8027207,-0.60654354,0.5441538938084367,TREML1,-23.972673,-0.07292216,0.9418680550420305,GNLY,-1.8178691,-0.696559,0.486078812839545
1805,FCGR1A,-5.1872187,-2.0831199,0.037240291965671045,CTNNBIP1,-0.77758247,-0.96077335,0.336666147942131,FN3KRP,-2.1719785,-1.574585,0.11535228824301982,PSMB6,-0.38742864,-1.7487862,0.08032797308700096,CMTM7,-0.24907972,-1.0966079,0.272812809064197,DHX9,-0.6256811,-0.39243162,0.694739331744026,IFI27,-2.87525,-0.60764784,0.543421055015392,C1QB,-23.72118,-0.07292216,0.9418680550420305,ECHDC1,-27.56497,-0.6977621,0.48532601438695366
1806,PRKCD,-2.5155847,-2.0892277,0.03668723288780554,SNCA,-25.486652,-0.9620111,0.3360440144360316,RBBP6,-0.75431716,-1.575243,0.11520035355057616,OSCAR,-5.0429864,-1.7640738,0.07771955201537854,RNF7,-0.27640218,-1.0979029,0.2722469023900287,EIF3D,-0.056612637,-0.3939484,0.6936191211765335,MRP63,-0.26399043,-0.6084893,0.54286303158519,ARRDC4,-23.508705,-0.07292216,0.9418680550420305,FCGR3A,-1.2836947,-0.6977621,0.48532601438695366
1807,RAB2A,-0.589599,-2.1058772,0.035215026288244,ADD1,-0.5781998,-0.96232057,0.33588859674050386,SCP2,-0.32796738,-1.5796422,0.11418882846569782,SH3KBP1,-0.71818036,-1.7688996,0.0769106428938207,SRSF5,-0.21736543,-1.1026636,0.27017327298298355,THYN1,-0.32190308,-0.3944119,0.6932769679872446,GOT2,-0.9047867,-0.6093832,0.5422704446564324,IGFBP4,-23.575539,-0.07292216,0.9418680550420305,SNX5,-27.563759,-0.70016813,0.4838223130182381
1808,KIF5B,-0.5363309,-2.1062002,0.03518697097487239,CHI3L2,-1.4480418,-0.96293944,0.33557790017441136,GBP1,-0.8914782,-1.5846648,0.11304250029822507,NCOA4,-0.79986453,-1.7809086,0.0749273914790401,BBX,-0.41414246,-1.1172886,0.2638709441704472,RP5-1028K7.2,-2.6623847,-0.39470682,0.6930592666972568,PLCB2,-1.2168101,-0.615536,0.5382008222641778,SPHK1,-23.39601,-0.07721171,0.9384551301246254,FKBP3,-27.558651,-0.7025742,0.4823211427378741
1809,NCKAP1L,-0.96643245,-2.1145396,0.03446921048976952,DDT,-0.3173856,-0.9698711,0.33211074707361254,MAPK1IP1L,-0.74437654,-1.5859119,0.11275930458223149,TNFRSF4,-3.4316242,-1.7858816,0.07411842879083388,RELT,-1.7190893,-1.1204498,0.26252215850652905,RPUSD2,-1.7726026,-0.39904657,0.6898588859660693,PQBP1,-0.2548105,-0.6165877,0.5375066972518192,ZNF45,-23.537022,-0.07721171,0.9384551301246254,ARID4A,-27.613548,-0.7025742,0.4823211427378741
1810,CRTAP,-1.4851476,-2.132569,0.032960088830594904,UBE2D1,-0.47672397,-0.97213006,0.33098584514754037,PILRB,-1.7867109,-1.5874707,0.11240609666328273,OAS3,-1.6147499,-1.7880919,0.07376118837540027,IL17RA,-1.5987543,-1.1278384,0.25938816870389925,XRRA1,-0.9394791,-0.4022487,0.6875009875433078,HLA-DOB,-1.534638,-0.6166403,0.5374720028095076,NCR1,-23.620802,-0.07721171,0.9384551301246254,SAT2,-1.9503827,-0.7034335,0.48178562473830466
1811,TMEM14C,-0.653283,-2.1348596,0.03277248671239287,CAPZA2,-0.2729878,-0.9782571,0.3279471652782381,PTGDR,-3.728991,-1.5898261,0.11187401601668287,RXRA,-4.096276,-1.793507,0.07289189663840373,CORO1C,-1.7724777,-1.133437,0.25703076662197444,NOL11,-0.92274237,-0.40439755,0.6859204141155029,MTERFD2,-0.4873424,-0.6173765,0.5369863987730707,LYPD2,-23.623156,-0.07721171,0.9384551301246254,STUB1,-1.4216995,-0.70566773,0.4803947929151071
1812,FAM96B,-0.42642117,-2.1399689,0.03235728204384913,MZB1,-2.938367,-0.98048514,0.3268466927226559,ABI3,-0.60664266,-1.5901724,0.11179593671006538,SCGB3A1,-26.692438,-1.7947226,0.07269790626555667,TXNDC17,-0.5218645,-1.135646,0.2561047388863824,ORC2,-2.832212,-0.4056194,0.6850222685647616,PARVB,-1.3123142,-0.6325217,0.5270460251802196,IDUA,-23.503696,-0.07721171,0.9384551301246254,AATF,-27.580194,-0.7073864,0.47932641306738766
1813,CORO1B,-0.62680584,-2.1989026,0.02788484422326901,BCL2A1,-1.4139833,-0.992894,0.32076160840592216,PIK3R1,-1.9891915,-1.6016726,0.10922802593503536,LMAN2,-0.43062118,-1.7951279,0.0726333367890207,KIAA0125,-26.212502,-1.140521,0.2540692997526859,ARL2BP,-0.49374002,-0.4065042,0.6843721650489412,ANAPC13,-0.4346145,-0.6336786,0.5262905700153914,ZNF718,-23.643883,-0.07721171,0.9384551301246254,RPL7L1,-27.599407,-0.7073864,0.47932641306738766
1814,SMAP2,-0.5972602,-2.205627,0.02741012375867787,TPD52L2,-0.71200097,-1.00521,0.3147957257588486,CD72,-4.424146,-1.6086004,0.107703745535419,GYG1,-0.8883311,-1.7992167,0.07198439540933707,SIK1,-1.9078346,-1.141359,0.25372059561509774,MAGEH1,-0.8432071,-0.40730473,0.6837841775893752,PIK3R1,-1.0799598,-0.6360451,0.5247470458588808,ST7L,-1.083151,-0.07867405,0.9372918881785747,IFI44,-27.589657,-0.70979244,0.47783286239787026
1815,UBE2D1,-1.0742759,-2.2104135,0.02707648482445919,FCGR1B,-25.468683,-1.0117704,0.311647882371752,PCNA,-2.138613,-1.6158053,0.10613641164433206,PASK,-2.4056613,-1.8048161,0.07110346677184623,CRTAP,-0.85108906,-1.1428443,0.25310325741056705,PTPRN2,-1.528067,-0.4075997,0.6835675989345049,AKAP8,-2.411166,-0.6364658,0.5244728844579425,ARAP1,-1.1029694,-0.08033137,0.9359737092144436,ALDH2,-27.74733,-0.7121985,0.4763418602578875
1816,RBM3,-0.23208897,-2.2187822,0.02650154750589298,PPP1R14A,-25.74508,-1.0117704,0.311647882371752,CD82,-1.7443045,-1.6216247,0.1048837373978662,TRABD2A,-1.3624681,-1.809826,0.07032277737092019,VAPA,-0.19908884,-1.1434917,0.25283448897349925,DIDO1,-1.0012993,-0.40852663,0.6828870927249602,RNASEH2B,-0.31544217,-0.63772786,0.5236508407696274,C9orf3,-23.586466,-0.081501245,0.9350433353880385,IRF8,-27.732433,-0.7121985,0.4763418602578875
1817,LYPLA1,-0.6221306,-2.2277088,0.025899935577542065,XCL1,-2.2615888,-1.0153909,0.3099195471703692,SLFN5,-1.2038528,-1.6233566,0.10451319270875,CDC37,-0.47464737,-1.8105996,0.07020285889723096,LRRC59,-1.2522978,-1.147148,0.25132047002522173,STT3A,-1.7368156,-0.4098749,0.6818977255698497,AKTIP,-1.0609431,-0.6408831,0.5215986267658748,C6orf25,-23.630342,-0.081501245,0.9350433353880385,FGFBP2,-28.28889,-0.7121985,0.4763418602578875
1818,SRSF3,-0.27035722,-2.2684076,0.023304379124694727,DNTTIP1,-0.7764425,-1.0459024,0.29560609198312526,TOR1A,-1.3625071,-1.6525227,0.09842805082907283,PRDX1,-0.39487273,-1.8126993,0.06987821151281698,TAF1D,-0.39725465,-1.1504996,0.24993818625272124,BLNK,-1.2478303,-0.41472024,0.6783467098333946,IGLL5,-2.486869,-0.64419615,0.519448264060957,ZNF799,-23.661575,-0.081501245,0.9350433353880385,KIF5B,-1.6817454,-0.72629124,0.46766024849219234
1819,DNAJC7,-0.63432044,-2.2704337,0.023181284370113693,FAM173A,-0.5300441,-1.0537624,0.29199172043812505,RAB7A,-0.29569888,-1.6585152,0.09721352194630076,TBCB,-0.39580968,-1.8155358,0.06944161051668815,OAS3,-1.0181452,-1.1514136,0.24956212324755,NUDT16L1,-0.5192449,-0.41611066,0.6773290359578974,RAD23A,-0.27128947,-0.64635223,0.5180512834094892,RP11-430B1.2,-23.723164,-0.081501245,0.9350433353880385,NKG7,-1.2708795,-0.72852546,0.4662919932961922
1820,SNAPIN,-0.9963167,-2.2765708,0.0228118708099504,SGK1,-1.4647728,-1.0588992,0.28964568224147635,NOL11,-3.0354698,-1.6594504,0.0970250566831353,YWHAE,-0.6654878,-1.8172672,0.0691762165180832,IGLL5,-3.5685766,-1.1592593,0.24635050814237835,SAAL1,-1.6604091,-0.419692,0.6747104693612938,CD9,-25.93541,-0.6480876,0.5169282972631469,FAM210B,-0.91640544,-0.08228116,0.9344231353720215,TMEM205,-27.658018,-0.72904104,0.46597655799539184
1821,RXRA,-3.1545887,-2.288845,0.02208836222949205,TNNI2,-25.56701,-1.0615295,0.2884493247299573,LPIN1,-2.1294718,-1.6627412,0.09636425958077319,TXNDC17,-0.9533598,-1.8183354,0.06901287880183113,FKBP5,-0.8814137,-1.1668003,0.24329102256866575,UBE3A,-0.6483204,-0.4236947,0.6717884915597436,EFCAB14,-1.0392964,-0.6496126,0.5159424726416061,ZNF195,-1.1329054,-0.08306108,0.9338029751544559,TXNDC17,-27.600718,-0.72904104,0.46597655799539184
1822,SPON2,-1.9917979,-2.3266659,0.019983051808202392,RGS18,-2.4041326,-1.061839,0.2883087961127754,C5orf56,-0.80138814,-1.6677638,0.09536262204474487,BLOC1S1,-0.41534817,-1.8247452,0.06803949397936944,GALT,-1.229659,-1.1673716,0.24306033627370194,VDAC3,-0.3984019,-0.4282451,0.6684726801715472,PRKCB,-0.37971145,-0.6532937,0.5135669203868941,SWAP70,-0.77735794,-0.08345103,0.9334929100871721,BEX4,-27.682869,-0.7362593,0.4615729287556306
1823,MAP3K8,-3.0147312,-2.3430805,0.019125256838923313,ARAP1,-1.0684093,-1.0740312,0.28280869433823064,MED30,-0.73019433,-1.6683527,0.09524573675709251,ORAI1,-1.4419625,-1.832481,0.0668797840256149,MFF,-0.49580035,-1.1707232,0.24171007355083496,PRNP,-0.42469454,-0.42934057,0.667675391239877,RGS14,-0.48670784,-0.6545033,0.5127876263078042,ZNF682,-23.76534,-0.08579078,0.9316327332140735,CCL4,-28.180538,-0.73866534,0.4601102340362465
1824,SKAP2,-2.5481563,-2.3743827,0.017578323534889445,PSMA7,-0.060226277,-1.1022838,0.27033831567070954,IDI1,-0.88081914,-1.6750034,0.09393357169833935,LINC00936,-0.44231647,-1.8328494,0.06682496819855654,SWAP70,-2.0181053,-1.1717895,0.24128155365959836,UIMC1,-0.9948697,-0.43747234,0.6617688266072976,AP003733.1,-1.6151677,-0.6556602,0.5120427916041272,EID2,-23.784132,-0.08579078,0.9316327332140735,ARL2,-27.665495,-0.7410714,0.4586501366322122
1825,TMEM9B,-0.6076585,-2.3772602,0.017441774011645796,MIS18BP1,-0.86133885,-1.1041714,0.2695187855953586,PPA2,-1.2063997,-1.6819311,0.09258218893840017,DIAPH1,-1.4103278,-1.8446006,0.06509566336370244,CSRNP1,-0.5800019,-1.1832534,0.23670872476270644,KLRC1,-2.972723,-0.4381886,0.6612495597890078,PEX16,-0.38424745,-0.65629125,0.5116367561405413,AC005082.12,-23.632093,-0.08579078,0.9316327332140735,MRPS23,-27.65534,-0.7434775,0.4571926403692206
1826,CCDC124,-1.0646977,-2.39805,0.016482609934741942,PPIF,-1.4719278,-1.1058425,0.2687947238371591,VAPA,-0.33822235,-1.6832474,0.09232719960890577,MPC2,-0.6929751,-1.8536626,0.06378744589215551,EIF1AY,-0.46955892,-1.1872524,0.2351280585061043,P2RY10,-1.1020917,-0.43970543,0.6601504741143717,PPBP,-26.268862,-0.6563964,0.5115690999063378,TMEM177,-23.72722,-0.08579078,0.9316327332140735,LUC7L3,-2.717333,-0.7448524,0.45636095468063786
1827,VPS28,-0.37029675,-2.4120862,0.01586153251177528,PTAFR,-2.918256,-1.1070802,0.26825924364395126,SDHAF2,-0.7411505,-1.6859146,0.09181224018658458,FKBP5,-1.9196461,-1.8872216,0.05913053256504784,SUMO3,-0.28568342,-1.1882427,0.23473781232374213,DIS3,-1.6845391,-0.43983182,0.660058916690627,SIAH2,-0.3826966,-0.66091895,0.5086643058286892,FRY-AS1,-23.644249,-0.08579078,0.9316327332140735,IFT20,-27.672287,-0.7458836,0.455737749036059
1828,DRAM2,-0.66244864,-2.4356656,0.014864420929429474,DCP2,-0.99243313,-1.1153425,0.2647036875294778,ELOF1,-0.60910165,-1.6965141,0.08978854685587112,TMEM141,-1.0004606,-1.8936312,0.05827396905237324,UBE2L6,-0.27429083,-1.1893091,0.23431806041697167,PPP6C,-0.45904928,-0.44021103,0.6597842749640672,SNX9,-1.4651755,-0.6714364,0.5019425519916569,KIR2DL3,-23.95213,-0.09008032,0.9282233859188506,PARP1,-27.74461,-0.74828964,0.4542854663846092
1829,PFDN2,-0.5997267,-2.462886,0.013782369502404114,MFSD1,-1.0837917,-1.1299794,0.2584849219031945,VDAC3,-0.5866548,-1.6994585,0.08923282832633454,VPS26B,-2.1311526,-1.8991938,0.057539007811833125,MYO9B,-0.9808647,-1.1893091,0.23431806041697167,ACTR6,-1.1744521,-0.4405481,0.6595401874683677,PITPNA-AS1,-1.2569747,-0.6741184,0.5002360572513603,OBSCN,-23.87482,-0.09008032,0.9282233859188506,CST7,-1.1910112,-0.7520706,0.4520085874569182
1830,OSCAR,-4.406301,-2.4743674,0.013347233520192162,NCKAP1L,-0.5315148,-1.1311553,0.2579897486406957,GIT2,-0.9714843,-1.7030263,0.08856314434982555,SMIM12,-1.0033646,-1.9036511,0.05695564231976972,MRPL21,-0.3594309,-1.1922036,0.23318141509701373,IGJ,-1.8936383,-0.4426969,0.6579849826178249,RELT,-1.4150811,-0.6835841,0.49423781791461185,DMTN,-23.872644,-0.09008032,0.9282233859188506,ABI3,-2.0936065,-0.7584295,0.4481938784537085
1831,PRDX3,-0.87231076,-2.4772744,0.013239003475364743,S100B,-2.4013977,-1.1445544,0.2523938124845311,P2RY10,-26.53994,-1.703061,0.08855666247376484,IL1B,-2.185596,-1.9183493,0.05506674355916961,CD72,-2.8628216,-1.1944126,0.2323166098482995,ZBP1,-0.6427085,-0.4528511,0.6506559778175487,GPR171,-1.2727659,-0.6865816,0.49234642706115217,SAMD1,-23.740469,-0.09008032,0.9282233859188506,NUDT5,-27.719059,-0.76032,0.44706331208571626
1832,PLEKHJ1,-0.68680906,-2.482883,0.013032386458208506,FCRL6,-2.3740304,-1.1623476,0.24509430175539815,MOB2,-1.2301415,-1.7094345,0.08737048986338782,RNF125,-2.6962216,-1.9301373,0.0535898364134405,LAMTOR5,-0.2791264,-1.2014204,0.22958816238704383,MDS2,-3.188522,-0.46001378,0.6455063292449128,MINA,-2.5578032,-0.69436455,0.48745362540942794,TMEM91,-0.4260981,-0.09066526,0.9277585755865309,SAMD3,-27.838108,-0.76032,0.44706331208571626
1833,S100A12,-4.815107,-2.552065,0.010708656354674382,CRTAP,-0.7921379,-1.1735497,0.2405754783732188,EWSR1,-0.53070766,-1.7175055,0.08588686615065567,KLRB1,-26.95558,-1.948556,0.05134847377818114,SNX10,-0.76381457,-1.204353,0.22845315922745035,RNF113A,-0.53389627,-0.46321592,0.6432096003783325,TCEAL4,-1.4282312,-0.69925517,0.4843925764822318,ANKAR,-23.786991,-0.09436986,0.924815355749391,IDI1,-27.709158,-0.7627261,0.44562675824758124
1834,IL8,-2.4470425,-2.5654256,0.010304932078923345,ZNF593,-0.86170274,-1.1810691,0.23757524179457945,THOC7,-0.6500365,-1.7282089,0.08395078515732278,TCEAL8,-0.9098881,-1.9699954,0.048838898056118324,SPG20,-2.0383756,-1.2139888,0.22475201423044944,ATG16L1,-24.897703,-0.4638058,0.6427868894974065,CCDC66,-1.7563583,-0.69983363,0.4840312073329458,KCNG1,-24.20524,-0.0986594,0.9214087048802075,SMIM12,-27.683477,-0.7627261,0.44562675824758124
1835,CAPZA2,-0.61419326,-2.5749395,0.01002576023095092,CORO1C,-1.493514,-1.1874747,0.23504041088871852,CCND2,-2.2640045,-1.7343746,0.08285163786499519,PCMT1,-0.4731973,-1.9797205,0.0477349442809133,PPP6C,-0.52914846,-1.2168452,0.22366311518986992,CPNE2,-2.2114456,-0.467345,0.6402530565062781,SCAPER,-25.808002,-0.7062493,0.48003311561795226,SCGB3A1,-1.4907738,-0.10099915,0.91955113524805,ABT1,-27.716373,-0.7627261,0.44562675824758124
1836,G0S2,-2.7501287,-2.5855987,0.0097210024540572,PARVB,-1.1580831,-1.2046801,0.22832684304841167,KARS,-0.49686417,-1.7409561,0.08169128881706383,G0S2,-3.162568,-1.9826306,0.047408700358088175,MRP63,-0.35935128,-1.2258335,0.22026134261821595,SCAPER,-1.6175221,-0.4732437,0.6360393194633446,CNPY3,-0.26473755,-0.709983,0.4777146722604638,MRM1,-23.882784,-0.10294894,0.9180034954099014,GZMA,-1.2466489,-0.76633525,0.4434768671565281
1837,NT5C,-1.044306,-2.6198373,0.008797172576089826,ZYX,-0.33224773,-1.2102501,0.22618293793614608,COPS4,-1.3623908,-1.7439003,0.08117647113916059,ARHGDIA,-0.4289059,-1.9919137,0.0463805269728576,RBBP6,-0.49815542,-1.2301372,0.21864573310481483,LRRC8C,-1.0459481,-0.47960585,0.6315076733416376,ARHGAP24,-25.924547,-0.7145581,0.474882132750329,HBA1,-24.43166,-0.10294894,0.9180034954099014,NEMF,-27.775867,-0.7699443,0.44133291399361274
1838,NAPRT1,-1.0777353,-2.6444445,0.008182513971167475,CD160,-4.9358706,-1.2289407,0.21909402300919434,PRNP,-1.018894,-1.7462558,0.0807665157863089,SLFN5,-1.7717562,-2.0013072,0.0453592872443464,ISCA2,-0.7739292,-1.2324985,0.2177629177830892,BTN3A1,-1.0178449,-0.49237233,0.6224561603132555,KCNK6,-25.705181,-0.7145581,0.474882132750329,VPS26B,-0.9361599,-0.104021326,0.9171524255305766,CD96,-27.734554,-0.7699443,0.44133291399361274
1839,SRA1,-1.2832228,-2.6691103,0.007605247141187229,IL17RA,-1.5059379,-1.2428349,0.21392866075107175,CKS1B,-1.6471611,-1.7509667,0.07995164874854382,FOLR3,-27.015406,-2.012653,0.044151124656663016,ARAP1,-2.0079136,-1.2460952,0.21272944763152224,C16orf74,-1.0526482,-0.49827102,0.6182930329530287,POLR2I,-0.39151794,-0.71855474,0.4724152949138245,GZMH,-0.23189436,-0.1070435,0.9147544697780197,UBE2E1,-27.7135,-0.7699443,0.44133291399361274
1840,RNF213,-0.5653941,-2.6941578,0.007056672802933814,PARL,-0.5330736,-1.248962,0.21167896750015913,OTUB1,-0.53180236,-1.7574788,0.0788362294186832,SAT2,-0.6553022,-2.0187314,0.04351514458397279,BLNK,-3.9488819,-1.2463619,0.21263159909114848,USP5,-1.2812752,-0.50122035,0.6162160442539018,CITED4,-25.810366,-0.72286695,0.4697616411645925,TRIM23,-24.04195,-0.10723848,0.9145997893577675,GPR183,-27.83127,-0.78197473,0.43422943408699155
1841,TNFAIP2,-3.131402,-2.7018807,0.00689485067308732,NKIRAS2,-1.7100942,-1.2752341,0.20222638524209546,NUDT16L1,-0.9957932,-1.7609774,0.07824223575854503,MPP1,-3.3128817,-2.0359344,0.041756932108013636,SPIB,-4.1422276,-1.2482661,0.21193362609875654,GALT,-0.712069,-0.5055601,0.6131654861863615,NFIC,-3.1839755,-0.7263903,0.4675995417239718,PDCD1,-24.125868,-0.10723848,0.9145997893577675,TTC3,-27.761948,-0.78678685,0.4314066432122049
1842,PRDX1,-0.43336228,-2.712804,0.006671653387106245,NRGN,-4.652478,-1.3099852,0.19020087331373836,LBR,-1.1737946,-1.7637485,0.07777433576871624,TNFAIP2,-3.9806519,-2.0473542,0.04062332662201266,DYNLT1,-0.38213047,-1.254474,0.20966973370301167,PGM2L1,-25.13269,-0.5069505,0.6121895350034249,PPP6C,-0.568752,-0.7292826,0.46582881378454244,SLC48A1,-24.128725,-0.10723848,0.9145997893577675,PSMB6,-0.90540475,-0.7912553,0.4287950312717076
1843,C17orf62,-0.7694882,-2.7228467,0.006472209619285357,CCDC12,-0.31866533,-1.3125845,0.18932300563507054,NSA2,-0.4892917,-1.7755257,0.07581112023626367,NME3,-0.8186616,-2.047428,0.04061609858804975,C16orf74,-2.6407456,-1.2634243,0.2064367385186171,FCRL2,-25.172375,-0.5069505,0.6121895350034249,CCNG1,-0.34172773,-0.7414303,0.45843257954092587,ASB8,-0.76683265,-0.10723848,0.9145997893577675,TTC1,-27.754103,-0.79159904,0.4285945195862164
1844,KLRG1,-1.2802509,-2.7530622,0.005904065782599131,NDUFA2,-0.27304125,-1.3140079,0.18884353589921632,BOLA3,-2.7505841,-1.7860906,0.07408458525992598,UBE2D1,-1.206063,-2.0620155,0.03920626483607655,NUDT1,-0.7908806,-1.2645288,0.20604029607194496,SRSF3,-0.025644766,-0.5179474,0.6044949891936542,ICOS,-25.84539,-0.7561022,0.44958792696999894,SIRT1,-24.048338,-0.10723848,0.9145997893577675,BABAM1,-27.774237,-0.79641116,0.4257930877706312
1845,CDC37,-0.5580414,-2.7580836,0.005814133094166284,GPR56,-3.2644954,-1.3142865,0.18874983142432689,GPR171,-4.0081944,-1.7865063,0.07401731862434632,CWC15,-0.62940925,-2.072993,0.03817292869582848,ILF3-AS1,-0.43503875,-1.2648335,0.20593103002260849,SPIB,-1.4988291,-0.52633196,0.5986575932643703,IFIT1,-0.6604079,-0.7654102,0.4440273388524034,RP11-727F15.9,-1.3675885,-0.10957823,0.9127438782459489,HVCN1,-27.950956,-0.79641116,0.4257930877706312
1846,SAMD9L,-1.44475,-2.7665992,0.00566443536060241,RAB7A,-0.22654998,-1.3162979,0.1880740947521159,BEX4,-1.002992,-1.7941269,0.07279292018425951,C16orf13,-0.69863117,-2.08526,0.03704571437251367,IFI44,-0.5100083,-1.2665093,0.20533081913805495,UBA5,-1.3119801,-0.52650046,0.5985405212049164,THYN1,-0.48022395,-0.77382416,0.4390347829998792,MLLT11,-1.6671538,-0.10957823,0.9127438782459489,SERPINB1,-0.501536,-0.80466056,0.4210155768081423
1847,FOLR3,-5.980099,-2.7764068,0.005496339314862699,ZNF467,-3.0320413,-1.3255503,0.18498868798190848,PRPF31,-0.87794095,-1.8062506,0.07087921603465074,TNFRSF25,-5.5717506,-2.0860703,0.03697225240509352,LUC7L3,-0.34615555,-1.2702416,0.2039985577930553,KIAA1430,-1.3582107,-0.52704823,0.5981601087643718,ZYX,-0.3525255,-0.7798717,0.43546638835225104,CCL4L1,-24.15342,-0.11152802,0.9111976486604051,NAPRT1,-27.774506,-0.80603546,0.4202223948796059
